iteration,source,score,weights,valid,mu_ann,sigma_ann,sigma_q_0.8,sigma_q_0.9,sigma_q_0.95,mean_sigma_ann,median_sigma_ann,mean_var_ann,median_var_ann,risk_violation,concentration,n_assets,step,model,train_start,train_end,test_start,test_end
-1,seed,-0.0467250442375802,"{""DELI"": 0.12891826169701262, ""SBER"": 0.2815984007508752, ""FXIT"": 0.35638530361661197, ""USD000UTSTOM"": 0.18231079372410838, ""MSNG"": 0.02067855777308105, ""LQDT"": 0.030108682438310892}",1,-0.04157505577445231,0.1514273974595068,0.11518737561117907,0.1514273974595068,0.16956294522667084,0.09392362662713269,0.08784610221096639,0.010297161208406111,0.007716937673659555,0.0,0.25749942315639474,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.23776419835988116,"{""UNAC"": 0.37682678657728175, ""FXUS"": 0.08065352887331294, ""SU26244RMFS2"": 0.5425196845494054}",1,-0.22890757782137186,0.27068971774553763,0.23257939110979314,0.27068971774553763,0.28762241008158046,0.17824642918315306,0.17495216851519285,0.03674430900746778,0.030608261268168433,0.0,0.44283102692546483,3,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.13738152062977638,"{""FIVE"": 0.07519938132534963, ""ASTR"": 0.18115279836218948, ""RTKM"": 0.04753791006573132, ""BSPB"": 0.00013640808660518873, ""MOEX"": 0.026252289707659422, ""TRNFP"": 0.4318888972128887, ""SU26243RMFS4"": 0.02218703964043806, ""MAGN"": 0.21564527559913826}",1,-0.13188265049630346,0.31574825508812765,0.2917751131261344,0.31574825508812765,0.3266081087782891,0.21193381395104757,0.19615393081016405,0.051232998403868794,0.038476364572278626,0.0,0.27494350667364575,8,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-1.415752671258611,"{""SNGSP"": 0.3488709511762696, ""RUAL"": 0.02033574317180247, ""EUR_RUB__TOM"": 0.11281039281293388, ""MAGN"": 0.03564777899940423, ""UNAC"": 0.4823351338395898}",1,-0.26707056217110037,0.40706533684114027,0.31054951852205626,0.40706533684114027,0.4518645405475885,0.24887607613836657,0.22818303452580285,0.07092856933313588,0.052067497245403736,0.05706533684114029,0.3687686132352384,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.08186184050548836,"{""MSNG"": 0.22013836523173022, ""SOFL"": 0.0990157537710277, ""TITR"": 0.04131448590892062, ""HEAD"": 0.00960909688112941, ""FLOT"": 0.3535644491984552, ""PHOR"": 0.2749291921452489, ""HYDR"": 0.0014286568634880763}",1,-0.07664863725905612,0.3466420955531325,0.2907339847304012,0.3466420955531325,0.3620932997837551,0.22872630131909236,0.2202102412988079,0.05851581210389347,0.0484925503728792,0.0,0.26066016232161254,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.08551672211891098,"{""AFLT"": 0.016382177739785498, ""BELU"": 0.09260950615931166, ""IRAO"": 0.2549250009192562, ""JPYRUB_TOM"": 0.15022504206932946, ""SBRB"": 0.2697336534523949, ""FIVE"": 0.2062391435689053, ""SBGB"": 0.009885476091017132}",1,-0.08128096678852413,0.11762418747285204,0.09613301825846877,0.11762418747285204,0.1377379333219638,0.09674361250388072,0.06852566547476287,0.022319725989122505,0.004695766828759107,0.0,0.21178776651934236,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.00849531131453062,"{""IRAO"": 0.38237347919088893, ""MOEX"": 0.21258991480024425, ""SBER"": 0.24998116979251486, ""USD000UTSTOM"": 0.08779444531521415, ""MGNT"": 0.06726099090113793}",1,-0.0031727825097433507,0.26131330716827217,0.23647555526598596,0.26131330716827217,0.2897208427295053,0.17702223215421423,0.16614239687047666,0.03486639834379647,0.02760329603786697,0.0,0.2661264402393635,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.05428817738139291,"{""SBHI"": 0.03912813344390239, ""FXMM"": 0.009745196212164544, ""EUR_RUB__TOM"": 0.27069729892782907, ""FXIT"": 0.09592872139040254, ""FLOT"": 0.3194239576041279, ""MOEX"": 0.06969678555350499, ""HEAD"": 0.19537990686806866}",1,-0.04970481855086916,0.22560070680378871,0.20083566917065274,0.22560070680378871,0.2591895164246113,0.153007082363899,0.14557395780510843,0.02618441674754949,0.021191777191043485,0.0,0.2291679415261875,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-0.039390762042405374,"{""CHFRUB_TOM"": 0.004469799384027062, ""AKMB"": 0.17095494303668046, ""TBRU"": 0.112993221801597, ""BSPB"": 0.17750276662057662, ""TGKN"": 0.15417417836363104, ""UPRO"": 0.3751363258515377, ""BELU"": 0.004768764941950153}",1,-0.03462996297534867,0.2829632390865445,0.2582539719426309,0.2829632390865445,0.2998373553669308,0.20498624261479528,0.20148040571344467,0.0453682889468413,0.04059435388645427,0.0,0.23803995335283526,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
-1,seed,-1.0246331156842365,"{""LSRG"": 0.051134368657142375, ""TATN"": 0.40316436718596943, ""HEAD"": 0.03398063364848378, ""CBOM"": 0.09623320796696241, ""MAGN"": 0.09329543020858978, ""NVTK"": 0.3221919923328522}",1,0.015170592442334567,0.40170210194470213,0.33135199221529105,0.40170210194470213,0.44174117342920916,0.2632832796421623,0.2566696080972624,0.07742582584928888,0.06587928772080227,0.05170210194470215,0.28808346162641135,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
21,llm,-0.0009111786006421952,"{""SBER"": 0.35, ""MOEX"": 0.25, ""IRAO"": 0.15, ""USD000UTSTOM"": 0.15, ""MGNT"": 0.1}",1,0.0038888213993578044,0.26250494576675015,0.23622751099309652,0.26250494576675015,0.2835233127567788,0.1720362295790885,0.1584236721578913,0.03337467511643551,0.025098059899991025,0.0,0.24,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
21,llm,-0.045312973681341795,"{""ROSN"": 0.25, ""ALRS"": 0.2, ""AFLT"": 0.15, ""IRAO"": 0.15, ""VTBR"": 0.15, ""USD000UTSTOM"": 0.1}",1,-0.041712973681341796,0.33136270287177993,0.2924055225211222,0.33136270287177993,0.3541217572148948,0.22075396597145025,0.20430691627672645,0.053788839923767276,0.04174131603850531,0.0,0.18,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
21,llm,-0.2809600500964697,"{""SBER"": 0.25, ""LKOH"": 0.2, ""GMKN"": 0.2, ""NLMK"": 0.15, ""MTSS"": 0.1, ""AFKS"": 0.1}",1,-0.03855597458503303,0.3619352037755718,0.30271486867693004,0.3619352037755718,0.39846989103102937,0.24195826264643952,0.24478244604747354,0.06596863149104919,0.05991844589298429,0.011935203775571834,0.18500000000000003,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
22,llm,-0.024081272108802825,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.2, ""MGNT"": 0.2, ""AFLT"": 0.15}",1,-0.019981272108802826,0.3264943387595413,0.2861136216414656,0.3264943387595413,0.3472897662113848,0.21703218034422803,0.20080386740424883,0.05264031682548161,0.04032219316450314,0.0,0.20500000000000002,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
22,llm,-0.03469240207096161,"{""GAZP"": 0.25, ""LKOH"": 0.2, ""ROSN"": 0.15, ""VTBR"": 0.15, ""USD000UTSTOM"": 0.25}",1,-0.030492402070961606,0.2836685887141814,0.23485320482539312,0.2836685887141814,0.3035538389505895,0.19629831389100214,0.1907968644761024,0.04159880806992198,0.03640344349391218,0.0,0.21000000000000002,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
22,llm,-0.2762484259508588,"{""CHMF"": 0.2, ""NLMK"": 0.15, ""ALRS"": 0.15, ""PLZL"": 0.15, ""PHOR"": 0.15, ""MAGN"": 0.2}",1,-0.12156305211633332,0.35756426869172625,0.3163642101653777,0.35756426869172625,0.3815612531407763,0.24721475899249148,0.23518212156301266,0.06679573880811454,0.05531063030287966,0.0075642686917262725,0.17,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
23,llm,-0.023328194355224638,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.2, ""USD000UTSTOM"": 0.175, ""MGNT"": 0.075, ""AKMB"": 0.05, ""ASTR"": 0.05}",1,-0.019653194355224637,0.23680148155934888,0.20595286248223046,0.23680148155934888,0.25005291916579864,0.15506079379017512,0.14122518868220282,0.02680697208770517,0.01994455391832379,0.0,0.18375000000000002,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
23,llm,-0.0751834027111854,"{""SBER"": 0.2, ""MOEX"": 0.18, ""IRAO"": 0.18, ""USD000UTSTOM"": 0.15, ""MGNT"": 0.1, ""AFLT"": 0.1, ""BELU"": 0.05, ""FLOT"": 0.04}",1,-0.0721554027111854,0.2828666202978508,0.2425073195973889,0.2828666202978508,0.3195408731966608,0.18772074879373452,0.16689539868742953,0.04136627214789007,0.02785407410303606,0.0,0.1514,8,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
23,llm,-0.05611733423607265,"{""GAZP"": 0.2, ""ROSN"": 0.17, ""VTBR"": 0.15, ""USD000UTSTOM"": 0.15, ""MGNT"": 0.1, ""CHFRUB_TOM"": 0.1, ""EUR_RUB__TOM"": 0.08, ""TMOS"": 0.05}",1,-0.053261334236072655,0.2597111745255619,0.2172722640134565,0.2597111745255619,0.28117026767828684,0.1737238424146926,0.16233691825479693,0.03311716051548864,0.026353275028464622,0.0,0.1428,8,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
24,llm,-0.00034217762958336064,"{""SBER"": 0.32000000000000006, ""MOEX"": 0.22000000000000003, ""IRAO"": 0.18000000000000002, ""MGNT"": 0.10000000000000002, ""USD000UTSTOM"": 0.10000000000000002, ""ROSN"": 0.08000000000000002}",1,0.0038498223704166406,0.2721769546635405,0.24434390105864234,0.2721769546635405,0.2955940056496037,0.18006030860609734,0.16707484657508814,0.036699923175429014,0.027914004358089238,0.0,0.20960000000000006,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
24,llm,0.03667482791174972,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.2, ""VTBR"": 0.15, ""AFLT"": 0.1, ""USD000UTSTOM"": 0.1}",1,0.04037482791174972,0.3056158613363303,0.2678241824191963,0.3056158613363303,0.3166685072662862,0.19356148954509014,0.1776042062911569,0.04225285370897251,0.03154325409231182,0.0,0.18500000000000003,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
24,llm,-0.033750038578680135,"{""SBER"": 0.2, ""MOEX"": 0.18, ""IRAO"": 0.15, ""MGNT"": 0.15, ""CHFRUB_TOM"": 0.12, ""EUR_RUB__TOM"": 0.1, ""FXIT"": 0.1}",1,-0.030714038578680134,0.2114341115064935,0.1877848339408716,0.2114341115064935,0.2219918430916663,0.13860025549100674,0.12853455455033444,0.021652494583171884,0.0165211317134529,0.0,0.15180000000000002,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
25,llm,0.04766099564694588,"{""SBER"": 0.35, ""MOEX"": 0.25, ""IRAO"": 0.2, ""AFLT"": 0.1, ""USD000UTSTOM"": 0.1}",1,0.052560995646945885,0.2841450328536038,0.24914737641726392,0.2841450328536038,0.30798138703376476,0.1875953729271878,0.17546542682953736,0.03949339231437834,0.03078811601247173,0.0,0.245,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
25,llm,-0.009745872717003829,"{""SBER"": 0.3, ""MOEX"": 0.2, ""IRAO"": 0.2, ""VTBR"": 0.15, ""CHMF"": 0.1, ""MGNT"": 0.05}",1,-0.005645872717003828,0.3290458340193431,0.29287629365252943,0.3290458340193431,0.34699012574098315,0.20908780140340028,0.19188974725541877,0.05010850747575168,0.03682167510174849,0.0,0.20500000000000002,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
25,llm,-0.08770634499174301,"{""MOEX"": 0.25, ""IRAO"": 0.25, ""MGNT"": 0.2, ""VTBR"": 0.15, ""USD000UTSTOM"": 0.15}",1,-0.08350634499174302,0.2673115468047321,0.24437467502693802,0.2673115468047321,0.28990451814250756,0.18326367522859735,0.16929606782564194,0.037075512844217624,0.02866115858122436,0.0,0.21000000000000002,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
26,llm,0.062221233816241533,"{""SBER"": 0.35, ""MOEX"": 0.25, ""AFLT"": 0.15, ""VTBR"": 0.15, ""USD000UTSTOM"": 0.1}",1,0.06702123381624153,0.33148907319680626,0.285488771154157,0.33148907319680626,0.34031451639562144,0.20811801890701662,0.19180967041980662,0.04921379423701948,0.03679094966655484,0.0,0.24,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
26,llm,-0.020633300265189496,"{""SBER"": 0.3, ""MOEX"": 0.2, ""IRAO"": 0.15, ""MGNT"": 0.15, ""VTBR"": 0.1, ""USD000UTSTOM"": 0.1}",1,-0.016733300265189495,0.28529598857616106,0.2604547814352864,0.28529598857616106,0.30489582866757853,0.1854668539804665,0.16786305171405635,0.03914395392756246,0.028178004130755958,0.0,0.195,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
26,llm,-0.0936975449559557,"{""MOEX"": 0.25, ""IRAO"": 0.2, ""MGNT"": 0.2, ""USD000UTSTOM"": 0.2, ""EUR_RUB__TOM"": 0.15}",1,-0.08959754495595569,0.19932598336637913,0.18131441441958138,0.19932598336637913,0.2135786347277809,0.14288776109026693,0.13639961994794697,0.02211995020187764,0.01860485632194437,0.0,0.20500000000000002,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
27,llm,-0.025975825591963445,"{""SBER"": 0.3, ""MOEX"": 0.2, ""IRAO"": 0.2, ""MGNT"": 0.15, ""USD000UTSTOM"": 0.15}",1,-0.021675825591963443,0.2613832870899824,0.23190458502663677,0.2613832870899824,0.2743332539012554,0.17163510665947967,0.15728284383125465,0.03305884310244508,0.02473789296364684,0.0,0.21500000000000002,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
27,llm,-0.034080930676503585,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.2, ""VTBR"": 0.15, ""CHMF"": 0.1, ""MGNT"": 0.1}",1,-0.030380930676503586,0.3277097995334531,0.2949975839559933,0.3277097995334531,0.34413869068271496,0.2104772294308437,0.19162767460656202,0.0505589109707795,0.03672116567511842,0.0,0.18500000000000003,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
27,llm,-0.035577893002252205,"{""SBER"": 0.18181818181818182, ""MOEX"": 0.18181818181818182, ""IRAO"": 0.18181818181818182, ""LKOH"": 0.13636363636363635, ""VTBR"": 0.09090909090909091, ""MGNT"": 0.13636363636363635, ""USD000UTSTOM"": 0.09090909090909091}",1,-0.03252004176258278,0.27922482135165816,0.24531448115377,0.27922482135165816,0.29643181112250216,0.18408648480057074,0.17332141945195476,0.03795956876740323,0.030040314440840436,0.0,0.15289256198347106,7,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
28,llm,0.06197424087860785,"{""SBER"": 0.32, ""MOEX"": 0.25, ""AFLT"": 0.18, ""VTBR"": 0.15, ""USD000UTSTOM"": 0.1}",1,0.06657024087860786,0.33728557945284016,0.2875530723541561,0.33728557945284016,0.3461080308225023,0.21198480650940116,0.19557729096742063,0.050821429078833594,0.03825047674215511,0.0,0.2298,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
28,llm,-0.04643412274980193,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.18, ""MGNT"": 0.17, ""AFLT"": 0.1, ""CHMF"": 0.1}",1,-0.04275812274980193,0.33110174872193665,0.2924792209398819,0.33110174872193665,0.3466712367817966,0.21718554197593198,0.19820093597573127,0.05305809005109455,0.03928361102165592,0.0,0.18380000000000002,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
28,llm,-0.08025532764719712,"{""MOEX"": 0.22, ""IRAO"": 0.2, ""MGNT"": 0.18, ""USD000UTSTOM"": 0.2, ""VTBR"": 0.2}",1,-0.07623932764719711,0.26625534630351244,0.23766657192190282,0.26625534630351244,0.2840929236792888,0.17793052475234428,0.16304300448785528,0.034905959461750825,0.026583021312426798,0.0,0.20080000000000003,5,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
29,llm,-0.02707087891839513,"{""SBER"": 0.25, ""MOEX"": 0.2, ""IRAO"": 0.15, ""VTBR"": 0.15, ""MGNT"": 0.15, ""USD000UTSTOM"": 0.1}",1,-0.02347087891839513,0.29104493523910985,0.26441109367267723,0.29104493523910985,0.30641660737292115,0.18858667607938623,0.17039768007778164,0.04036753893228375,0.029035369375890022,0.0,0.18,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
29,llm,-0.005798033410876608,"{""SBER"": 0.2, ""GAZP"": 0.2, ""LKOH"": 0.2, ""MOEX"": 0.2, ""IRAO"": 0.1, ""USD000UTSTOM"": 0.1}",1,-0.002198033410876607,0.2934442822819506,0.24444479463391428,0.2934442822819506,0.30928232843417197,0.19641817984306786,0.19151784792228774,0.0423408957785623,0.03667908607278453,0.0,0.18000000000000005,6,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
